recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,visit,conversion,spend
6,1) $0 - $100,29.99,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
8,4) $350 - $500,439.9,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0
1,5) $500 - $750,570.46,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
12,3) $200 - $350,295.29,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
6,1) $0 - $100,29.99,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
11,1) $0 - $100,88.44,1,0,Rural,0,Web,Womens E-Mail,0,0,0.0
12,1) $0 - $100,29.99,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
4,1) $0 - $100,29.99,1,0,Rural,0,Phone,Mens E-Mail,0,0,0.0
8,1) $0 - $100,52.13,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0
2,4) $350 - $500,487.83,1,0,Rural,0,Phone,Womens E-Mail,0,0,0.0
11,2) $100 - $200,199.48,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0
1,3) $200 - $350,255.16,1,0,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0
10,1) $0 - $100,92.26,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
8,1) $0 - $100,50.67,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0
6,"6) $750 - $1,000",869.8,1,1,Surburban,1,Web,No E-Mail,0,0,0.0
7,3) $200 - $350,268.15,1,1,Urban,0,Web,No E-Mail,0,0,0.0
1,5) $500 - $750,552.22,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
1,3) $200 - $350,234.88,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
10,1) $0 - $100,93.52,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
8,3) $200 - $350,286.11,0,1,Urban,0,Multichannel,No E-Mail,0,0,0.0
3,1) $0 - $100,29.99,1,0,Rural,0,Web,Mens E-Mail,0,0,0.0
3,1) $0 - $100,38.16,1,0,Urban,0,Web,No E-Mail,0,0,0.0
10,5) $500 - $750,524.51,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
2,1) $0 - $100,29.99,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0
2,1) $0 - $100,99.43,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
1,3) $200 - $350,341.5,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
5,3) $200 - $350,254.58,0,1,Urban,1,Web,No E-Mail,0,0,0.0
6,3) $200 - $350,345.49,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
1,2) $100 - $200,188.66,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
6,1) $0 - $100,29.99,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
3,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
10,2) $100 - $200,134.41,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
1,5) $500 - $750,518.81,1,0,Surburban,1,Multichannel,No E-Mail,0,0,0.0
2,5) $500 - $750,621.6,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
5,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
10,2) $100 - $200,153.71,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
7,1) $0 - $100,66.06,1,0,Urban,1,Web,No E-Mail,0,0,0.0
1,2) $100 - $200,162.56,0,1,Rural,1,Web,Womens E-Mail,0,0,0.0
3,3) $200 - $350,224.3,1,1,Rural,1,Web,Mens E-Mail,1,0,0.0
3,2) $100 - $200,102.6,1,0,Urban,0,Web,No E-Mail,0,0,0.0
10,4) $350 - $500,460.26,1,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
3,3) $200 - $350,243.8,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
10,1) $0 - $100,42.29,1,0,Rural,0,Phone,Mens E-Mail,0,0,0.0
5,3) $200 - $350,324.54,1,0,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0
12,"6) $750 - $1,000",991.76,1,1,Urban,1,Multichannel,Mens E-Mail,1,0,0.0
10,1) $0 - $100,29.99,0,1,Rural,1,Web,No E-Mail,1,0,0.0
2,5) $500 - $750,600.79,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
1,1) $0 - $100,57.1,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
2,1) $0 - $100,31.49,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
3,2) $100 - $200,166.69,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
10,1) $0 - $100,98.93,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0
8,2) $100 - $200,161.96,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
7,1) $0 - $100,40.8,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
2,"6) $750 - $1,000",926.7,1,0,Urban,1,Web,No E-Mail,0,0,0.0
8,1) $0 - $100,56.68,1,0,Rural,0,Web,Womens E-Mail,0,0,0.0
10,3) $200 - $350,243.59,0,1,Rural,0,Web,No E-Mail,1,0,0.0
5,1) $0 - $100,68.03,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
8,1) $0 - $100,29.99,0,1,Rural,0,Phone,No E-Mail,1,0,0.0
2,"6) $750 - $1,000",840.47,1,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
3,2) $100 - $200,189.09,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
9,1) $0 - $100,37.97,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
1,1) $0 - $100,29.99,0,1,Rural,1,Phone,No E-Mail,0,0,0.0
4,5) $500 - $750,522.98,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
2,1) $0 - $100,86.99,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
2,1) $0 - $100,58.05,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0
2,4) $350 - $500,488.98,1,1,Surburban,0,Web,Mens E-Mail,0,0,0.0
1,4) $350 - $500,391.58,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
6,1) $0 - $100,29.99,0,1,Surburban,0,Web,Mens E-Mail,1,0,0.0
5,1) $0 - $100,29.99,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
3,3) $200 - $350,296.07,1,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
12,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Womens E-Mail,1,0,0.0
3,1) $0 - $100,29.99,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
3,"7) $1,000 +",1372.66,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
7,1) $0 - $100,29.99,0,1,Rural,1,Phone,No E-Mail,0,0,0.0
10,1) $0 - $100,29.99,0,1,Rural,0,Web,Mens E-Mail,0,0,0.0
4,1) $0 - $100,29.99,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
8,1) $0 - $100,35.63,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0
1,5) $500 - $750,608.97,1,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
3,1) $0 - $100,70.67,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
7,2) $100 - $200,128.2,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
9,3) $200 - $350,324.0,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
10,3) $200 - $350,321.85,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0
6,"6) $750 - $1,000",757.76,0,1,Urban,1,Web,No E-Mail,0,0,0.0
11,4) $350 - $500,443.05,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
11,4) $350 - $500,412.54,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0
3,1) $0 - $100,29.99,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0
10,2) $100 - $200,147.29,0,1,Urban,0,Web,No E-Mail,1,0,0.0
12,2) $100 - $200,111.29,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
11,2) $100 - $200,163.31,1,0,Surburban,1,Web,Mens E-Mail,0,0,0.0
2,1) $0 - $100,52.87,1,0,Urban,0,Web,No E-Mail,0,0,0.0
3,3) $200 - $350,209.66,0,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0
4,4) $350 - $500,496.4,0,1,Urban,0,Web,Mens E-Mail,1,0,0.0
12,3) $200 - $350,202.55,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
7,3) $200 - $350,281.69,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
10,2) $100 - $200,107.2,0,1,Rural,1,Phone,Womens E-Mail,0,0,0.0
8,5) $500 - $750,510.39,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
4,3) $200 - $350,318.0,0,1,Surburban,0,Phone,No E-Mail,1,0,0.0
5,1) $0 - $100,93.0,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
2,4) $350 - $500,443.34,1,0,Urban,1,Web,No E-Mail,0,0,0.0
7,1) $0 - $100,41.94,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0
9,3) $200 - $350,227.9,1,1,Urban,1,Phone,Womens E-Mail,1,0,0.0
1,2) $100 - $200,115.62,1,0,Urban,0,Phone,Mens E-Mail,1,0,0.0
9,1) $0 - $100,38.68,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
1,2) $100 - $200,132.35,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
4,1) $0 - $100,60.69,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
5,4) $350 - $500,414.6,0,1,Surburban,0,Multichannel,Womens E-Mail,0,0,0.0
10,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
7,2) $100 - $200,141.51,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
10,1) $0 - $100,82.14,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
1,3) $200 - $350,262.68,1,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
6,2) $100 - $200,174.75,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
7,3) $200 - $350,295.29,1,1,Urban,0,Web,Womens E-Mail,1,0,0.0
9,1) $0 - $100,29.99,1,0,Surburban,1,Web,Mens E-Mail,1,0,0.0
5,1) $0 - $100,88.5,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
9,3) $200 - $350,274.31,1,0,Rural,0,Web,Mens E-Mail,0,0,0.0
10,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
9,2) $100 - $200,161.7,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
1,4) $350 - $500,362.3,1,1,Urban,0,Phone,No E-Mail,0,0,0.0
10,2) $100 - $200,112.98,1,0,Urban,0,Phone,Mens E-Mail,1,0,0.0
11,1) $0 - $100,41.08,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0
4,2) $100 - $200,103.66,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
2,1) $0 - $100,35.44,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
6,1) $0 - $100,68.8,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0
11,3) $200 - $350,311.82,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.0
11,1) $0 - $100,29.99,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0
10,2) $100 - $200,140.17,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
1,5) $500 - $750,591.38,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
7,3) $200 - $350,331.13,0,1,Urban,0,Multichannel,No E-Mail,0,0,0.0
1,1) $0 - $100,73.58,1,0,Rural,0,Phone,No E-Mail,0,0,0.0
10,1) $0 - $100,54.97,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
10,2) $100 - $200,107.61,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
4,5) $500 - $750,671.56,1,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
8,2) $100 - $200,149.57,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
2,5) $500 - $750,534.0,1,0,Rural,1,Multichannel,Womens E-Mail,0,0,0.0
4,4) $350 - $500,474.66,0,1,Urban,0,Multichannel,No E-Mail,0,0,0.0
2,"7) $1,000 +",1452.43,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
2,1) $0 - $100,74.91,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0
4,1) $0 - $100,38.03,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
9,3) $200 - $350,273.68,1,0,Rural,0,Web,No E-Mail,0,0,0.0
2,"6) $750 - $1,000",795.4,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
7,1) $0 - $100,29.99,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
1,2) $100 - $200,151.45,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
5,2) $100 - $200,106.54,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0
8,2) $100 - $200,164.83,1,0,Rural,0,Phone,Mens E-Mail,1,0,0.0
6,2) $100 - $200,171.0,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0
4,3) $200 - $350,256.16,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
11,2) $100 - $200,133.56,1,0,Urban,1,Web,No E-Mail,0,0,0.0
5,3) $200 - $350,220.03,1,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
1,2) $100 - $200,103.7,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
12,3) $200 - $350,256.59,1,1,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
3,2) $100 - $200,162.04,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0
9,4) $350 - $500,493.85,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
3,3) $200 - $350,337.28,0,1,Surburban,0,Phone,Mens E-Mail,1,0,0.0
10,"6) $750 - $1,000",946.65,0,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0
2,"6) $750 - $1,000",846.07,1,0,Rural,1,Web,Mens E-Mail,0,0,0.0
4,5) $500 - $750,595.38,0,1,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
8,3) $200 - $350,206.15,1,1,Rural,0,Web,Mens E-Mail,0,0,0.0
1,"7) $1,000 +",1142.73,1,1,Urban,1,Web,Womens E-Mail,1,0,0.0
10,5) $500 - $750,578.21,0,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0
2,3) $200 - $350,334.05,1,0,Surburban,0,Multichannel,No E-Mail,0,0,0.0
10,5) $500 - $750,524.48,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
9,1) $0 - $100,49.9,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
2,2) $100 - $200,136.49,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
9,2) $100 - $200,168.61,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
3,4) $350 - $500,427.75,1,0,Surburban,0,Multichannel,Womens E-Mail,0,0,0.0
8,1) $0 - $100,73.18,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
10,4) $350 - $500,437.18,1,0,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0
9,5) $500 - $750,539.76,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
10,1) $0 - $100,50.56,0,1,Rural,1,Phone,No E-Mail,0,0,0.0
5,3) $200 - $350,296.97,0,1,Urban,0,Phone,Mens E-Mail,1,0,0.0
11,3) $200 - $350,320.41,1,0,Urban,0,Multichannel,Mens E-Mail,0,0,0.0
3,1) $0 - $100,96.46,1,0,Rural,0,Web,No E-Mail,1,0,0.0
6,5) $500 - $750,618.49,1,1,Surburban,1,Web,Womens E-Mail,1,0,0.0
7,1) $0 - $100,29.99,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
2,1) $0 - $100,29.99,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0
9,1) $0 - $100,49.46,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
4,2) $100 - $200,116.23,0,1,Surburban,1,Web,Womens E-Mail,1,0,0.0
5,5) $500 - $750,661.02,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
10,2) $100 - $200,193.08,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0
10,1) $0 - $100,82.27,0,1,Urban,0,Web,No E-Mail,0,0,0.0
10,5) $500 - $750,686.45,1,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0
9,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
7,2) $100 - $200,107.5,0,1,Surburban,0,Phone,Mens E-Mail,1,0,0.0
4,3) $200 - $350,287.54,1,0,Urban,0,Phone,Mens E-Mail,1,0,0.0
2,4) $350 - $500,407.36,1,0,Surburban,0,Web,Mens E-Mail,1,0,0.0
2,1) $0 - $100,65.56,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
4,1) $0 - $100,38.53,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
4,1) $0 - $100,65.2,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0
6,4) $350 - $500,417.86,1,1,Surburban,0,Web,No E-Mail,0,0,0.0
2,"6) $750 - $1,000",977.37,0,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0
2,1) $0 - $100,93.13,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0
5,1) $0 - $100,98.67,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0
9,3) $200 - $350,214.6,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
2,3) $200 - $350,295.13,1,0,Urban,0,Phone,No E-Mail,1,0,0.0
2,5) $500 - $750,504.24,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
10,1) $0 - $100,29.99,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
1,3) $200 - $350,314.05,1,0,Rural,0,Web,No E-Mail,0,0,0.0
10,1) $0 - $100,29.99,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
2,2) $100 - $200,134.85,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
3,"7) $1,000 +",1062.92,1,1,Surburban,1,Web,No E-Mail,0,0,0.0
4,3) $200 - $350,260.48,1,0,Urban,0,Web,No E-Mail,0,0,0.0
9,2) $100 - $200,194.32,0,1,Rural,0,Phone,Womens E-Mail,0,0,0.0
1,1) $0 - $100,86.98,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
3,3) $200 - $350,242.2,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
10,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
4,2) $100 - $200,171.15,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
8,1) $0 - $100,29.99,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0
3,1) $0 - $100,29.99,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0
10,4) $350 - $500,353.14,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
6,1) $0 - $100,29.99,0,1,Rural,0,Phone,No E-Mail,0,0,0.0
3,2) $100 - $200,133.18,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0
5,5) $500 - $750,514.35,0,1,Rural,1,Multichannel,Mens E-Mail,0,0,0.0
10,3) $200 - $350,244.44,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
10,1) $0 - $100,29.99,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
3,2) $100 - $200,152.11,0,1,Rural,0,Phone,Womens E-Mail,0,0,0.0
1,4) $350 - $500,395.32,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0
12,1) $0 - $100,50.93,0,1,Rural,0,Web,Mens E-Mail,0,0,0.0
6,2) $100 - $200,118.73,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0
7,2) $100 - $200,184.69,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
9,2) $100 - $200,104.08,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
11,5) $500 - $750,564.95,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
4,"6) $750 - $1,000",787.56,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
5,"7) $1,000 +",1470.1,1,0,Urban,1,Web,Womens E-Mail,1,0,0.0
9,1) $0 - $100,65.85,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
6,2) $100 - $200,105.72,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0
2,3) $200 - $350,289.02,0,1,Urban,0,Web,No E-Mail,1,0,0.0
6,1) $0 - $100,29.99,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
1,"7) $1,000 +",1425.75,1,1,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
9,1) $0 - $100,76.61,1,0,Rural,0,Phone,Womens E-Mail,0,0,0.0
12,4) $350 - $500,435.06,0,1,Rural,0,Web,No E-Mail,0,0,0.0
10,1) $0 - $100,29.99,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0
1,3) $200 - $350,238.36,1,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
5,5) $500 - $750,594.63,1,1,Surburban,1,Phone,No E-Mail,0,0,0.0
8,1) $0 - $100,88.88,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
10,3) $200 - $350,309.0,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
4,4) $350 - $500,389.2,1,0,Surburban,0,Multichannel,Womens E-Mail,0,0,0.0
3,3) $200 - $350,214.15,0,1,Surburban,1,Web,Mens E-Mail,1,0,0.0
3,4) $350 - $500,372.12,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0
1,3) $200 - $350,336.38,0,1,Urban,0,Web,No E-Mail,0,0,0.0
9,1) $0 - $100,32.78,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0
10,1) $0 - $100,79.44,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.0
1,3) $200 - $350,268.73,1,1,Rural,1,Web,No E-Mail,0,0,0.0
11,3) $200 - $350,213.19,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
8,1) $0 - $100,95.39,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
11,3) $200 - $350,256.08,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
3,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
3,2) $100 - $200,108.38,1,0,Rural,1,Phone,Mens E-Mail,0,0,0.0
3,2) $100 - $200,124.18,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0
4,4) $350 - $500,486.67,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0
1,3) $200 - $350,331.19,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
4,3) $200 - $350,252.63,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
7,3) $200 - $350,290.51,0,1,Surburban,1,Phone,No E-Mail,1,0,0.0
2,2) $100 - $200,189.23,1,0,Urban,0,Web,No E-Mail,0,0,0.0
9,1) $0 - $100,68.18,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
2,3) $200 - $350,305.57,1,0,Urban,0,Multichannel,No E-Mail,0,0,0.0
4,3) $200 - $350,318.81,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
3,"6) $750 - $1,000",844.0,1,1,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
1,4) $350 - $500,390.76,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
3,3) $200 - $350,267.45,1,0,Surburban,0,Multichannel,Womens E-Mail,0,0,0.0
9,1) $0 - $100,29.99,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
3,2) $100 - $200,138.44,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
11,1) $0 - $100,45.6,1,0,Rural,1,Web,No E-Mail,0,0,0.0
12,4) $350 - $500,372.96,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
3,1) $0 - $100,77.4,0,1,Rural,0,Web,Mens E-Mail,1,0,0.0
1,"6) $750 - $1,000",757.38,1,1,Urban,1,Multichannel,Mens E-Mail,0,0,0.0
2,4) $350 - $500,376.86,1,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
10,3) $200 - $350,344.21,1,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
7,1) $0 - $100,31.24,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
10,1) $0 - $100,35.75,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
2,3) $200 - $350,212.75,1,0,Surburban,1,Web,No E-Mail,1,0,0.0
1,1) $0 - $100,29.99,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0
4,"7) $1,000 +",1066.05,1,1,Urban,1,Multichannel,No E-Mail,0,0,0.0
8,1) $0 - $100,63.41,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
1,4) $350 - $500,356.1,1,0,Surburban,0,Multichannel,Womens E-Mail,0,0,0.0
10,2) $100 - $200,107.87,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
5,1) $0 - $100,29.99,0,1,Urban,0,Phone,Mens E-Mail,1,0,0.0
5,1) $0 - $100,29.99,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
4,3) $200 - $350,233.19,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0
9,3) $200 - $350,324.93,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
8,1) $0 - $100,88.8,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.0
4,1) $0 - $100,84.97,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
10,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
7,4) $350 - $500,462.57,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0
8,1) $0 - $100,29.99,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
11,3) $200 - $350,272.32,1,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0
11,1) $0 - $100,37.15,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0
1,"7) $1,000 +",1257.24,1,1,Surburban,1,Phone,Womens E-Mail,1,0,0.0
9,1) $0 - $100,29.99,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
7,1) $0 - $100,39.3,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
12,1) $0 - $100,60.42,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0
7,1) $0 - $100,40.64,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
10,1) $0 - $100,66.77,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0
9,2) $100 - $200,137.28,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
1,5) $500 - $750,520.3,0,1,Urban,1,Multichannel,No E-Mail,0,0,0.0
4,1) $0 - $100,38.15,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
11,1) $0 - $100,45.99,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
2,3) $200 - $350,267.95,0,1,Urban,0,Multichannel,Mens E-Mail,0,0,0.0
10,1) $0 - $100,29.99,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
1,3) $200 - $350,242.19,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
4,1) $0 - $100,78.68,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0
11,5) $500 - $750,711.84,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
5,1) $0 - $100,66.7,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
3,1) $0 - $100,72.63,1,0,Rural,1,Web,Mens E-Mail,0,0,0.0
11,3) $200 - $350,263.3,1,1,Urban,0,Web,Womens E-Mail,0,0,0.0
